ID-COLABORAÇAO;QUESTAO;ALUNO;TIPO COLAB;MENSAGEM;ARQUIVO;DATA/HORA;Como saber a qual CHAT pertence  ATIVIDADE?;;
fa77e3d3-bd01-49a0-a8b2-aa1f6f7a8a85;306828a6-fcf2-4b7d-8256-c0f604704a5c;57;1;eu acredito q sim;;28/03/2017 20:58;;;
2bb08d1f-f58c-4cf3-83fd-3ceb3d4596ca;306828a6-fcf2-4b7d-8256-c0f604704a5c;58;1;nao sei ;;28/03/2017 20:58;;;
e2c923c3-c13a-4ad2-b895-fed6f2c63aae;306828a6-fcf2-4b7d-8256-c0f604704a5c;58;1;calmai;;28/03/2017 20:58;;;
1321105a-4df7-4a4a-8f82-48148f4e50c2;306828a6-fcf2-4b7d-8256-c0f604704a5c;58;1;achei isso;;28/03/2017 20:58;;;
5867c637-4190-472e-89e6-ab344c3fe0c7;306828a6-fcf2-4b7d-8256-c0f604704a5c;57;1;pelo q pesquisei;;28/03/2017 20:58;;;
b7baebdc-6856-48f1-a5f0-b53cebf5042d;306828a6-fcf2-4b7d-8256-c0f604704a5c;57;1;"Um erro amostral é a diferença entre o resultado amostral e o verdadeiro resultado da população; tais erros resultam das flutuações amostrais devidas ao acaso.  Um erro não-amostral ocorre quando os dados amostrais são coletados, registrados ou analisados incorretamente (tal como a seleção de uma amostra tendenciosa, o uso de um instrumento de medida defeituoso, ou cópia incorreta dos dados).";;28/03/2017 20:58;;;
e2913002-a642-4ee5-a56a-edec0a0f0447;306828a6-fcf2-4b7d-8256-c0f604704a5c;44;1;então pelo que vi sim;;28/03/2017 20:58;;;
b832a028-d9d6-475d-86a3-9b5d03b1e92c;306828a6-fcf2-4b7d-8256-c0f604704a5c;58;1;extamente isso que tamires mandou kkk;;28/03/2017 20:59;;;
3c9e3980-de0c-42fe-8676-9544bb50f53c;306828a6-fcf2-4b7d-8256-c0f604704a5c;58;1;a esta certa e b errada;;28/03/2017 20:59;;;
3bd46b0e-20b0-4386-b075-f945a3abdef3;306828a6-fcf2-4b7d-8256-c0f604704a5c;55;1;c errada também?;;28/03/2017 20:59;;;
d4ae31a6-3f8c-4b43-a8fc-0ccd18107464;306828a6-fcf2-4b7d-8256-c0f604704a5c;57;1;então é A?;;28/03/2017 20:59;;;
db5c308d-3228-4471-be09-90a2b691a9e7;306828a6-fcf2-4b7d-8256-c0f604704a5c;58;1;acho que so A msm;;28/03/2017 21:00;;;
cdb5103e-1308-4b9f-9e54-2fa810ded387;306828a6-fcf2-4b7d-8256-c0f604704a5c;57;1;pode ser mais q uma certa?;;28/03/2017 21:00;;;
48f0733f-0f1e-4129-8c4a-b7ee627614f1;306828a6-fcf2-4b7d-8256-c0f604704a5c;58;1;sim;;28/03/2017 21:00;;;
77e8de9c-aed2-4aa2-a82a-d3dc2a639d27;306828a6-fcf2-4b7d-8256-c0f604704a5c;44;1;calma, ;;28/03/2017 21:00;;;
d2d4095e-fe00-4bfe-8f62-0e4f07508af7;306828a6-fcf2-4b7d-8256-c0f604704a5c;55;1;pode, mas pode ser apenas uma;;28/03/2017 21:00;;;
3deee5c5-21d7-48c9-839e-e094d7427496;306828a6-fcf2-4b7d-8256-c0f604704a5c;55;1;C está certa gente;;28/03/2017 21:01;;;
1411fcd6-aa4a-489a-8f55-39ea0792f5e1;306828a6-fcf2-4b7d-8256-c0f604704a5c;44;1;por análise a C pode estar correta;;28/03/2017 21:01;;;
616c1fb3-71f4-48b2-8d03-018f8c1cc3c1;306828a6-fcf2-4b7d-8256-c0f604704a5c;55;1;professor falou disso ontem;;28/03/2017 21:01;;;
8c649cf7-6c1a-43f8-b875-bc916f5a96b0;306828a6-fcf2-4b7d-8256-c0f604704a5c;44;1;exatamente,;;28/03/2017 21:01;;;
925cd047-9875-4889-b20f-c2c2c00f183e;306828a6-fcf2-4b7d-8256-c0f604704a5c;44;1;A e C;;28/03/2017 21:01;;;
1b5a32f5-fecc-465a-ad34-88fb96d92de4;306828a6-fcf2-4b7d-8256-c0f604704a5c;55;1;é A e C;;28/03/2017 21:01;;;
12ef183d-b63e-4513-90d9-e08c0c7ea970;306828a6-fcf2-4b7d-8256-c0f604704a5c;55;1;concordam?;;28/03/2017 21:01;;;
99a8b1cf-a5b1-48ce-b41c-7431eda5619c;306828a6-fcf2-4b7d-8256-c0f604704a5c;58;1;sim sim;;28/03/2017 21:02;;;
1ec14b7b-0863-4e83-9b3a-9330ded5bc83;306828a6-fcf2-4b7d-8256-c0f604704a5c;44;1;vamos responder???;;28/03/2017 21:02;;;
af531d3b-af11-4891-92cb-a2661b15d8ca;306828a6-fcf2-4b7d-8256-c0f604704a5c;58;1;sim;;28/03/2017 21:02;;;
d17140c6-aed9-456d-88f1-f6464727982c;306828a6-fcf2-4b7d-8256-c0f604704a5c;55;1;bora lá então;;28/03/2017 21:02;;;
1af33576-cf64-4897-b60d-556db11cacec;306828a6-fcf2-4b7d-8256-c0f604704a5c;58;1;respondido;;28/03/2017 21:02;;;
d20c777c-0b8f-4c45-b623-785b9aab1c24;306828a6-fcf2-4b7d-8256-c0f604704a5c;58;1;tamires A e C;;28/03/2017 21:03;;;
a9d47123-c237-477b-8fe6-793bcf08014c;306828a6-fcf2-4b7d-8256-c0f604704a5c;55;1;araujo respondeu só a kk;;28/03/2017 21:03;;;
7caa5e18-0fa7-4d02-97aa-e5e90df1e242;306828a6-fcf2-4b7d-8256-c0f604704a5c;44;1;respondido;;28/03/2017 21:03;;;
ccf80834-7163-4ada-8570-1c993cb02615;306828a6-fcf2-4b7d-8256-c0f604704a5c;57;1;respondi;;28/03/2017 21:03;;;
3e298bc1-29c1-4e30-a595-b05ff676df0a;306828a6-fcf2-4b7d-8256-c0f604704a5c;55;1;respondi;;28/03/2017 21:03;;;
e7c4758c-f249-4971-ab72-013282350858;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;mt bom galera ;;28/03/2017 21:03;;;
eda5c62c-106c-4620-acbe-cb10dd1c2639;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;aêeee;;28/03/2017 21:03;;;
56026a3f-289b-40fb-ad92-6fc747713c34;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;apareceu um negocio aqui , q não entendi;;28/03/2017 21:04;;;
71598d25-27dc-4b1e-ac38-0583fb31846b;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;o que?;;28/03/2017 21:04;;;
8ba37579-c990-4ee5-a1df-934fa31eef1a;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;o q?;;28/03/2017 21:04;;;
a72408c2-a0e1-4942-96f1-2ee8cbbc8ccf;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;entendi essa pergunta não;;28/03/2017 21:04;;;
192536d6-c5ab-4371-8fa9-85f851c90737;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;de consenso, mas eu nemtinha terminado de responder;;28/03/2017 21:04;;;
421553d3-23c3-4206-ba89-0ffb1e2930be;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;so pra saber cade os dados pra fazer a conta?;;28/03/2017 21:04;;;
d070d827-7e3f-4790-8a57-4cf9572f58b7;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;também não, será q não esta faltando dados;;28/03/2017 21:05;;;
d33e06dc-4acc-4a20-acf5-7d73c484afb3;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;Sim;;28/03/2017 21:05;;;
9d909158-7d79-4691-b35d-3071a3bb77f3;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;ueeee;;28/03/2017 21:05;;;
acc3c6a2-e4a6-4c71-88bc-321428c802b9;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;cade a tabela;;28/03/2017 21:05;;;
0b81b5a5-cfef-4c04-9c0f-29a8209b8cd7;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;cade a tabela;;28/03/2017 21:05;;;
136a9c15-0c3d-45c8-9c8e-b45578f06079;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;e agora?;;28/03/2017 21:06;;;
cc6802ea-f60e-446f-bbee-f7a767195b0f;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;alguém fala com a ishikawa? to sem celular aqui;;28/03/2017 21:06;;;
561bd756-00bb-4a62-aa6c-1e5474a85db6;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;tem como pular?;;28/03/2017 21:06;;;
52301591-71b9-4858-960a-602be13b2229;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;vou falar com ela;;28/03/2017 21:06;;;
021c8cee-9e3d-4889-9279-7972e506d61b;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;falei com ela;;28/03/2017 21:06;;;
da0580ff-0210-4bf9-908f-50c21a3a273a;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;beleza, acho que não tem como pular;;28/03/2017 21:06;;;
19798bb8-47a0-4522-a505-03f7b10e4d15;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;tambem, meu ta carregando;;28/03/2017 21:06;;;
d9605a88-b218-4e4e-ab2a-5925ad6b06c7;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;ok;;28/03/2017 21:07;;;
10f15346-fa2d-4d1f-ada9-c353b037df29;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;calmai povo;;28/03/2017 21:07;;;
dc3cf59f-245b-4a96-9652-1f268cbbd815;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;o meu bugou tudo;;28/03/2017 21:08;;;
116fc1fd-4119-4f88-9b3c-1fa47ffdeed8;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;achei isso aqui;;28/03/2017 21:08;;;
57222260-7641-47d8-9cd0-e4955840dc15;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;olhem;;28/03/2017 21:08;;;
765d32ba-eb47-4b26-9761-8458204d0292;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;Em uma cidade foi realizada uma entrevista com os usuários do transporte coletivo a fim de avaliar o nível de satisfação. Foram entrevistadas 1000 pessoas e os dados foram organizados em uma tabela. Com base nos dados, determine a nota que representa a média geral de satisfação dos usuários do transporte coletivo da cidade.      Média = (0*10 + 1*12+ 2*25 + 3*35 + 4*150 + 5*340 + 6*170 + 7*136 + 8*80 + 9*40 + 10*2) / 1000  Média = (0 + 12 + 50 + 105 + 600 + 1700 + 1020 + 952 + 640 + 360 + 20) / 1000  Média = 5459 / 1000  Média = 5,5;;28/03/2017 21:08;;;
9a2846ef-4f1c-4934-8804-b1126ced06fd;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;onde achou isso?;;28/03/2017 21:08;;;
ffb38726-4875-4bc8-a3c0-92cc3218f6e5;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;http://mundoeducacao.bol.uol.com.br/matematica/media-ponderada.htm;;28/03/2017 21:08;;;
c838a7a0-ed2a-4883-a6f8-0f62cf6ae3e2;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;mundo educação;;28/03/2017 21:08;;;
48c48f90-1ad6-4a90-bdcb-90d2e3d08164;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;5,5 a resposta?;;28/03/2017 21:09;;;
a7ae5d26-f1c5-4ace-999c-a61ee5dce021;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;mas não tem nas alternativas;;28/03/2017 21:09;;;
e7c0d7b7-8c49-406a-9d4a-e549d18391d8;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;bem isso;;28/03/2017 21:09;;;
3161e042-4bea-4fb5-8e2c-3938bc7e0b17;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;tem q ver com a professora;;28/03/2017 21:10;;;
4af5f4fd-2941-4917-8eda-6c1ffc7ac31a;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;é so meia hora pra fazer?;;28/03/2017 21:10;;;
48ba7352-8a1b-427a-80df-edb5bc3eef65;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;nosso grupo e o 6?;;28/03/2017 21:10;;;
611acace-b0f3-4d35-a3b3-7fe2624bd394;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;pode ser que tenham alterado os valores;;28/03/2017 21:10;;;
db198063-d75f-472b-a82c-ddaebef460f0;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;só;;28/03/2017 21:10;;;
e45c291a-6760-4b2d-aaaf-71877cd4c1e4;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;então se vai ver com a professora ;;28/03/2017 21:11;;;
235d34e1-2c59-4844-a019-b9515d6f4984;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;melhor sair;;28/03/2017 21:11;;;
86b7ce31-17e2-4f70-baec-a99be7e48ceb;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;pode ser que tenham arredondado ess 5,459;;28/03/2017 21:11;;;
e4070539-372c-4156-b326-fb043319c17c;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;to falando com ela;;28/03/2017 21:11;;;
df088850-8c90-422b-b864-06b80985d799;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;tambem acho;;28/03/2017 21:11;;;
016e390c-dd1e-4db0-b4ac-c7c9058a4c1b;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;beleza;;28/03/2017 21:11;;;
11f86ac2-1e6d-4f16-a398-5dd66029f242;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;mas nao sei agora;;28/03/2017 21:11;;;
97660f54-e366-47be-a267-81472ec4b0e3;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;podem ter alterado os valores;;28/03/2017 21:11;;;
7acd0ae8-1988-4d56-bb81-7a72e232416d;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;nesse calo a moda seria 5;;28/03/2017 21:11;;;
bce58c56-e969-4edb-9134-8e09069ed52d;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;sim;;28/03/2017 21:11;;;
5942e076-0f10-4d86-805d-5694535c9bbf;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;vamos ter q esperar;;28/03/2017 21:12;;;
a4c13983-762a-4ca6-9a32-4603173c2738;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;aham;;28/03/2017 21:12;;;
3e83b067-053d-416a-a66b-8230ee0ce233;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;21:00;;28/03/2017 21:12;;;
24001738-db35-4c7b-b906-6ae778502b95;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;beleza;;28/03/2017 21:12;;;
e22f60d3-c17a-45e8-8bfc-310ff353df4c;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;e pra sair?;;28/03/2017 21:12;;;
a8be1a7c-27e0-4790-af46-47ffb74efc6c;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;não sei;;28/03/2017 21:13;;;
5ff1f8da-5784-46e6-8f42-fd02c261d1d8;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;a media é esse de 5,459;;28/03/2017 21:14;;;
ce000993-d11f-4884-9607-e7ecf1d237d0;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;fiz a conta aqui;;28/03/2017 21:14;;;
cc22fe0b-fc09-4cb9-a56f-45103598822f;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;mas a tabela;;28/03/2017 21:14;;;
edf44fe3-e4e3-47ef-ac3c-9d0a1ba44a0c;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;é a mesma tabela?;;28/03/2017 21:14;;;
96f71aa9-6c1c-48d5-91d2-62bdf206b526;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;como verificar ;;28/03/2017 21:14;;;
0d30a285-cf6a-404c-8291-64af5d83e7c7;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;professora nao responde;;28/03/2017 21:14;;;
f3406dd7-0b35-445d-ba6c-3fc7cd218c5a;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;vamos na base desse que a tamires mandou ue;;28/03/2017 21:15;;;
299eb490-805e-43cd-8b9b-07a725397b19;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;putz;;28/03/2017 21:15;;;
15f4f5ad-6591-4f6e-9a80-b0a80847e3c3;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;e agora?;;28/03/2017 21:15;;;
97bfef77-0536-499f-bd81-c44da1a1be55;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;se for a média é essa, a mediana é 5 e a moda é cnco também;;28/03/2017 21:15;;;
619d4523-6ca7-4840-bac4-d4091f154ee5;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;moda é o 5;;28/03/2017 21:15;;;
27adb948-948f-48a2-adb6-46c8f33a5f18;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;então vamos responder isso;;28/03/2017 21:15;;;
596e0352-f7a1-426b-a357-620144803f5e;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;vamos dre 5,4 e mod 5;;28/03/2017 21:15;;;
d47d50e1-5c83-4785-ac58-4e957f73e789;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;B, D e F;;28/03/2017 21:15;;;
5aa135ef-34f5-40bd-ba83-cf44c8e31a25;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;sim;;28/03/2017 21:15;;;
33a7cf0a-ddd2-4796-bf81-4da869de6e54;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;blz;;28/03/2017 21:16;;;
cbfa2aa1-20cc-4b94-aee5-1e892e800e45;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;vou responder;;28/03/2017 21:16;;;
3397360c-6356-48d8-a796-01228b200d04;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;e perguntamos depois para a professra;;28/03/2017 21:16;;;
d09d893d-e638-412e-981c-2a7967a3d064;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;ela me mandou a imagem;;28/03/2017 21:16;;;
d4f9dbd4-ba7d-4f1d-9017-530cc556c62b;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;é igual o que a tamires mandou aqui;;28/03/2017 21:16;;;
87d38c7f-9228-4d42-aec9-c001ec216a91;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;hum;;28/03/2017 21:16;;;
92b53505-e3a9-4c2b-87d9-2e14df6e6fcb;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;coloquem la as respostas;;28/03/2017 21:16;;;
d46977ad-cced-48ee-8c9e-41477ba41d77;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;beleza;;28/03/2017 21:16;;;
12d69e97-68e8-40ac-9450-c72b22629a83;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;beleza;;28/03/2017 21:16;;;
611bbce9-25ee-4994-9eb5-fe90dd5898fa;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;vou responder ;;28/03/2017 21:16;;;
503ef991-b7a8-4c29-bb88-5d5b25940bc6;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;b, d f;;28/03/2017 21:16;;;
b2e7bbbe-f768-4910-927c-29a7d748caf1;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;isso;;28/03/2017 21:17;;;
7c66714a-7053-49cc-8429-14221793dca2;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;mesmo?;;28/03/2017 21:17;;;
89f972b5-be68-47f7-868f-0857d38ee478;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;58;1;sim;;28/03/2017 21:17;;;
aaa21893-d7c7-44e7-8cbd-9012bf7a86bb;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;55;1;sim;;28/03/2017 21:17;;;
d66699db-5ec8-4c94-b7bc-4ff8a56a1f77;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;57;1;ok;;28/03/2017 21:17;;;
d05eeaec-29f9-4272-87c4-e8739c3a8a28;a0bbab2d-ba72-4d26-9750-15aea5b1e9fb;44;1;respondi;;28/03/2017 21:17;;;
4167aec7-d22a-4bcf-ac0b-877030403000;e2a562b2-eb70-4155-bca5-e711a12a9ae9;58;1;ja aqui?;;28/03/2017 21:21;;;
ba17fa90-dc29-4d21-90bb-60c9fbef10eb;e2a562b2-eb70-4155-bca5-e711a12a9ae9;57;1;SIm;;28/03/2017 21:21;;;
1dde85ed-cf71-4aa8-9c56-05e716942602;e2a562b2-eb70-4155-bca5-e711a12a9ae9;55;1;boraa;;28/03/2017 21:22;;;
10b8ced9-8995-47df-ab98-c53e60507f8c;e2a562b2-eb70-4155-bca5-e711a12a9ae9;44;1;vamos lá;;28/03/2017 21:22;;;
b921b165-295a-49ab-b874-c9c78bd87097;e2a562b2-eb70-4155-bca5-e711a12a9ae9;55;1;A certa;;28/03/2017 21:22;;;
6db1e7d9-80f0-42a7-995e-29d0412cda7f;e2a562b2-eb70-4155-bca5-e711a12a9ae9;57;1;"Dados quantitativos Neste caso, a característica observada assume valores numéricos que podem ser classificados em ""discretos"" ou ""contínuos"".   ";;28/03/2017 21:22;;;
6f135547-56fc-49fb-b0ec-5364ac844721;e2a562b2-eb70-4155-bca5-e711a12a9ae9;57;1;Sim;;28/03/2017 21:22;;;
1229ca44-4766-4be4-ab03-cb81ac083668;e2a562b2-eb70-4155-bca5-e711a12a9ae9;44;1;na apostila d prof;;28/03/2017 21:23;;;
ad1b130b-4250-4d6f-b8d1-a58c6e7e5d49;e2a562b2-eb70-4155-bca5-e711a12a9ae9;58;1;B esta certa tb,;;28/03/2017 21:23;;;
b53190ea-5819-4073-a953-3c15268052b8;e2a562b2-eb70-4155-bca5-e711a12a9ae9;44;1;a C tbem;;28/03/2017 21:24;;;
a303215c-5d27-4bc8-b238-45c839e8d21f;e2a562b2-eb70-4155-bca5-e711a12a9ae9;58;1;Variáveis discretas: características mensuráveis que podem assumir...;;28/03/2017 21:24;;;
60001c2f-be67-4069-8626-e1917430ace6;e2a562b2-eb70-4155-bca5-e711a12a9ae9;55;1;Dados discretos resultam de um conjunto finito de valores possíveis, ou de um conjunto enumerável desses valores, apostila;;28/03/2017 21:24;;;
799ca7c6-5b21-4d69-9196-b8fc9dc58b09;e2a562b2-eb70-4155-bca5-e711a12a9ae9;55;1;D certa;;28/03/2017 21:25;;;
956871dc-d7b1-4c33-98a9-3e3693087618;e2a562b2-eb70-4155-bca5-e711a12a9ae9;57;1;a e ta errada;;28/03/2017 21:25;;;
cc9eeb07-f143-4721-8517-cdec847e63f4;e2a562b2-eb70-4155-bca5-e711a12a9ae9;55;1;simsim;;28/03/2017 21:25;;;
018c1f3d-f0cf-443e-a181-1cc692e43298;e2a562b2-eb70-4155-bca5-e711a12a9ae9;44;1;então a unica incorreta é a letra E;;28/03/2017 21:25;;;
4fde4f49-98fd-4457-b206-92ad83cbee30;e2a562b2-eb70-4155-bca5-e711a12a9ae9;58;1;sim sim;;28/03/2017 21:25;;;
6953c86d-505d-487d-89a5-028a60efce47;e2a562b2-eb70-4155-bca5-e711a12a9ae9;55;1;todas concordam?;;28/03/2017 21:25;;;
11b4c5c7-a8c4-4549-a20b-5e0438fb4741;e2a562b2-eb70-4155-bca5-e711a12a9ae9;44;1;vamos responder;;28/03/2017 21:25;;;
33aa50a0-c710-4f87-a482-3330167a5fff;e2a562b2-eb70-4155-bca5-e711a12a9ae9;44;1;sim;;28/03/2017 21:25;;;
680816e3-a391-4713-861c-eff5001ba687;e2a562b2-eb70-4155-bca5-e711a12a9ae9;58;1;A,B,C e D?;;28/03/2017 21:25;;;
28eed954-caf8-4c54-b425-cc014e84f80c;e2a562b2-eb70-4155-bca5-e711a12a9ae9;44;1;por mim,sim;;28/03/2017 21:26;;;
38e72c59-32f7-4077-a9d3-f2eae902a393;e2a562b2-eb70-4155-bca5-e711a12a9ae9;55;1;rihanna?;;28/03/2017 21:26;;;
a53dbf18-2c53-487d-889b-cdc1e63aa8a3;e2a562b2-eb70-4155-bca5-e711a12a9ae9;58;1;respondido;;28/03/2017 21:26;;;
adda53e2-e92c-4e81-9ec9-bb1626b518c4;e2a562b2-eb70-4155-bca5-e711a12a9ae9;57;1;ta certa a c tambem;;28/03/2017 21:26;;;
730cdbd8-25ad-4b18-a4f1-7070803d0cd5;e2a562b2-eb70-4155-bca5-e711a12a9ae9;57;1;ta muito lento aqui;;28/03/2017 21:26;;;
15ba5842-290d-4bb6-b4a0-a87f59f2b613;e2a562b2-eb70-4155-bca5-e711a12a9ae9;44;1;respondido;;28/03/2017 21:26;;;
8c956e17-6414-410c-a3ce-6591527b8844;e2a562b2-eb70-4155-bca5-e711a12a9ae9;58;1;so ir com calam kk;;28/03/2017 21:26;;;
3feeac7b-f1d6-4216-96f5-42679df93657;e2a562b2-eb70-4155-bca5-e711a12a9ae9;57;1;hahahah;;28/03/2017 21:26;;;
dff31bda-b8c5-43f2-93b5-40f3f025547a;e2a562b2-eb70-4155-bca5-e711a12a9ae9;44;1;sim,menos a E;;28/03/2017 21:26;;;
620ae3e3-806b-48ad-883a-9e357e8736f5;e2a562b2-eb70-4155-bca5-e711a12a9ae9;55;1;eita, sim, a C está cera kk;;28/03/2017 21:27;;;
